Restaurant,Comments,Output
Qi Austin,"Had dinner at Qi the other night and food was delicious! We started with the recommended Shanghai soup dumplings (5 pieces) and beef Bao (3 baos) and both were very tasty. We then split the truffle egg fried rice and spicy chicken with pine nuts (pictured) which were great as well! Those 4 items definitely filled up my husband and I. Ambience is good, decor very beautiful, and they are doing an okay job at spacing out guests. We specially reserved a table outdoors hoping to be spaced out more, however back to back tables were almost touching so not the most social distanced for our liking. All staff is wearing masks, some wearing gloves. No temperature checks.","Food - Shanghai soup dumplings (recommended), Beef Bao, Truffle egg fried rice, Spicy chicken with pine nuts||Ambiance - Good, Beautiful decor||Service - Good, Masks worn||Location - Outdoors||Distance from other tables - Not great "
Qi Austin,"It just okay, unfortunately. We really love Lin so a bit disappointed. We got the honey beef for our entree, and it was SOOOO SWEET. I literally was fighting to finish one bite. The seafood dumplings were actually really good, and we got scallop ""caviar"" su Mai. We were fully expecting caviar (cause it's stated on the menu, and mentioned by server) but it's salmon roe, so eh not *technically* caviar. So this was our first dish and it kinda set precedent for the rest of the being. Our cocktails were tasty, but nothing memorable. Maybe we'll give it another shot and just get dumplings/apps how we do at Lin. Service was good, manager is funny. Very pretty space, but hopefully these inconsistencies get squared away with time.","Food - Honey Beef (Too Sweet), Seafood Dumplings(Good),Scallop Caviar Sui Mai (Good)||Ambiance - Pretty Space||Service - Good||Drinks - Tasty Cocktails||Menu - Inconsistent "
Qi Austin,This is the best Asian food I have had at a restaurant in the US in a very long time. Great food.,"Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
Qi Austin,"Food is served fresh, hot and tasty. Friendly service.  Staffs wear masks and gloves.","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
Qi Austin,Great food!! Great atmosphere. I was there with my 2 children (8 and 14 years old) they loved everything they had and my 8 yo is a very picky eater. We sat outside on a hot evening and we were comfortable.,"Food came out quickly. Our server was very nice and helpful.
"
Qi Austin,"The ambience of the entire restaurant is magic, you even have to check out the bathrooms. Honestly it is as if you are truly somewhere on vacation even if you live in Austin. The food was delicious, I love the dumplings and the aioli fried rice!","Food was really good||Ambiance - Magic||Food - Dumplings (delicious), Aioli fried rice(good)||Location - Isolated location||Service - Excellent "
Qi Austin,The food was good and pretty fairly priced. Definitely get the Shanghai soup dumplings!,"Food - Shanghai Soup Dumplings (pretty good), Chicken Xiao Long Bao (good), Shrimp Har Gow (good), Pork & Shrimp Shu mai (good), Cilantro Shrimp Dumpling (good)||Price - Pretty good||Service - Great "
Qi Austin,"Oh my! Where do I start? Drinks? Amazing. Food...we totally overate because it was all soooo delicious. We sampled the dim sum and appetizers as well as the drink menu. Nothing disappointed us! Our waiter, Alessio, was fun, knowledgeable and made great recommendations. Overall I give this place 5 stars from start to finish. We will be back to try more of the delicious menu! Also, get the soup dumplings!!! Both of them. If you enjoy seafood, the crab soup dumplings (not pictured because I gobbled them up) are absolutely decadent. Yum!","Food - Soup Dumplings (delicious), Dim Sum (delicious), Appetizers (delicious), Drinks (Amazing)||Service - Fun, Knowledgeable, Great recommendations||Ambiance - Cozy and inviting "
Qi Austin,"Really one of the best meals I have ever had. It's been a week and I cannot stop thinking about the egg cream bun dessert we had. The soup dumplings were also incredible, as was the pineapple vodka lemonade cocktail. The food was beautiful and the service was excellent as well. I cannot wait to go back!!","Food - Egg rolls (nice fry), Soup Dumplings (beautiful broth), Pineapple Vodka Lemonade (refreshing), Egg Cream Bun (delicious)||Service - Excellent||Ambiance - Beautiful "
Qi Austin,"Amazing restaurant for dim sum. A little on the pricier side but the quality is so worth it! The ambience and food were too notch. Definitely did not expect much walking in and we were blown away with the service, freshness of the food and overall taste. We ordered the pineapple buns, sesame balls, shrimp and pork dumplings, calamari and sticky rice. Portions were on the smaller side but our party was so full! This is a must try in Austin","Food - Pineapple buns (amazing), Sesame balls (good), Shrimp and pork dumplings (good), Calamari (good), Sticky rice (good)||Ambiance - Amazing||Service - Top-notch||Price - high "
Qi Austin,Wonderful from start to finish! My first time having dumplings and this place is very authentic with a highly accommodating staff. Allessio our server was very attentive and informative but also FUN. The questions I had as a n00b to the dim were well received and answered to help create the best experience we could've hoped for. We sat outside. Under heat lamps. Patio was brisk but nothing a coat won't fix. Tables were distanced and masks were required when not seated. Thankful for this place to provide a very nice atmosphere. Save room for dessert. We got two! Mango Bomb & Blue Moon. I felt full but not uncomfortable. They use fresh ingredients!,"Food - Dumplings (wonderful), Mango Bomb (dessert)||Service - Informative, attentive, fun||Ambiance - Nice, authentic||Masks required||Heat lamps "
Qi Austin,"Good location with great indoor and outdoor seating options. Covid safety precaution were in place.

Wait staff super friendly & attentive.

Food was great!  My favorite was the basil chicken dumplings. So good, I ate it all before I took a picture!  All the food was flavorful and had nice portions.  I will definitely be back.

Great spot for a date night or just hanging with your friends.","Food - Basil Chicken Dumplings (favorite), Soup Dumplings (great), Salt and Pepper Lobster tail (excellent), Truffle Fried Rice (good)||Service - Friendly and attentive||Location - Great||Ambiance - Nice "
Qi Austin,"We sat at the bar on Christmas which I wasn't too excited about at first but I'm so glad we did! The women bartender was amazing. Very attentive and explained all the dishes so well, and gave great recommendations. Extremly professional and polite! Food was so delicious and every item had a unique flavor, everything was amazing! The tingly daisy drink was sooo interesting, never had anything like it!

100% will be back and will recommend this place.","Food - Tofu Soup Dumplings (nice broth, soft texture), Beef Potstickers (nice fresh taste), Pork & Shrimp Shu mai (good quality), Cilantro Shrimp Sui Mai (good quality), Shanghai Soup Dumplings (nice broth, soft texture), Honey Akaushi Beef with Jasmine Rice (tasty and tender), Seasonal Vegetable with Bird Nest (fresh and crunchy), SautÃƒÂ©ed Baby Bok Choy (crunchy)||Bar - Bar stools available||Service - Amazing||Drinks - Tingly daisy "
